Date,Pred_Bench_Vol,Pred_Chall_Vol,GARCH_Vol_Proxy
2024-01-02,1.0788121,1.1012912,1.1316431599619259
2024-01-03,1.0834144,1.0854692,1.0908014731273097
2024-01-04,1.2012053,1.2547538,1.2105917263044832
2024-01-05,1.1809919,1.1922859,1.2182442571566896
2024-01-06,1.146308,1.1678911,1.1906555480363712
2024-01-07,1.1529702,1.1716368,1.1902971293395588
2024-01-08,1.1392515,1.1708435,1.1861181917279193
2024-01-09,1.2552639,1.2416629,1.2877773884958172
2024-01-10,1.1721317,1.2062035,1.2459782290868577
2024-01-11,1.3125191,1.31816,1.3420950159653484
2024-01-12,1.2353591,1.2702354,1.3044809912819222
2024-01-13,1.4006205,1.4689102,1.4619318152731535
2024-01-14,1.3363503,1.3684233,1.3980687829102418
2024-01-15,1.3552537,1.3995785,1.4053292440554008
2024-01-16,1.3680062,1.4055077,1.4164598819750456
2024-01-17,1.3702697,1.3800931,1.380770531140644
2024-01-18,1.3602133,1.3845906,1.3703008002319332
2024-01-19,1.3878344,1.388719,1.3816604047121062
2024-01-20,1.3432777,1.3354275,1.316074138999456
2024-01-21,1.2823535,1.2598447,1.2606480506670679
2024-01-22,1.228193,1.1978327,1.213271880992635
2024-01-23,1.4073076,1.2909681,1.349647613183617
2024-01-24,1.3422755,1.3179483,1.354300431945518
2024-01-25,1.2921964,1.2882059,1.3027890661948687
2024-01-26,1.2682023,1.2499896,1.268242912631594
2024-01-27,1.3090438,1.3042306,1.3297368714425783
2024-01-28,1.2799058,1.2890524,1.2915463312297852
2024-01-29,1.2445279,1.233971,1.2499931861661697
2024-01-30,1.2975148,1.2851106,1.2700741356948915
2024-01-31,1.2431458,1.229185,1.2424297251206535
2024-02-01,1.2762593,1.2834184,1.2537198302185228
2024-02-02,1.2080036,1.2011137,1.205498842651171
2024-02-03,1.2023014,1.1599612,1.1610686624931341
2024-02-04,1.1555266,1.1141307,1.1092850422932783
2024-02-05,1.1372263,1.0994865,1.0799759362049044
2024-02-06,1.0851473,1.059314,1.036123807057317
2024-02-07,1.0430759,1.0506557,1.0249416043961015
2024-02-08,1.1200267,1.0707065,1.0576808813975371
2024-02-09,1.105379,1.076658,1.067657940554878
2024-02-10,1.1114236,1.1198332,1.1163309878473915
2024-02-11,1.0755328,1.096938,1.0871461039408352
2024-02-12,1.0332767,1.0476441,1.0429397222899803
2024-02-13,1.0971686,1.1034302,1.1137558614375516
2024-02-14,1.0719838,1.0989969,1.081759036624971
2024-02-15,1.1319256,1.1690159,1.1597131646005485
2024-02-16,1.1800929,1.2101543,1.2130691145782093
2024-02-17,1.1395552,1.1823789,1.1781235779966077
2024-02-18,1.1347238,1.1518762,1.1756646527567245
2024-02-19,1.119762,1.1428565,1.1468546661565253
2024-02-20,1.1011847,1.1220245,1.1130639207647106
2024-02-21,1.1126955,1.127168,1.0987421368366825
2024-02-22,1.0850728,1.0688865,1.060016019762933
2024-02-23,1.0537336,1.0527207,1.024165091445739
2024-02-24,1.0465196,1.0424274,1.0309264466295682
2024-02-25,1.0578359,1.0302774,1.0381908664602373
2024-02-26,1.0343845,1.0275832,1.0417381274567592
2024-02-27,1.0846916,1.08908,1.1073479989145096
2024-02-28,1.1591287,1.166943,1.1637198299942697
2024-02-29,1.2890189,1.3050501,1.2963025274129392
2024-03-01,1.2277168,1.2702996,1.2730448865996584
2024-03-02,1.2315466,1.2847824,1.2834612929000446
2024-03-03,1.2360365,1.2612456,1.2646399376398043
2024-03-04,1.1830606,1.2346805,1.22730341730544
2024-03-05,1.2777331,1.3048887,1.3302286707475754
2024-03-06,1.4059448,1.4346124,1.4791587230309118
2024-03-07,1.513162,1.5803593,1.5952763734238435
2024-03-08,1.5938873,1.6515982,1.6743305539436804
2024-03-09,1.5500947,1.5789466,1.6263114386216002
2024-03-10,1.5036496,1.525643,1.5517265098329087
2024-03-11,1.496306,1.503715,1.5171297344408678
2024-03-12,1.6265618,1.6187322,1.6624885855072566
2024-03-13,1.6182723,1.5707614,1.5909863495583443
