Date,Pred_Bench_Vol,Pred_Chall_Vol,GARCH_Vol_Proxy
2024-01-02,1.0994221,1.1245754,1.1316431599619259
2024-01-03,1.0947492,1.1033605,1.0908014731273097
2024-01-04,1.2001212,1.1899195,1.2105917263044832
2024-01-05,1.1735369,1.1894099,1.2182442571566896
2024-01-06,1.1306002,1.1648537,1.1906555480363712
2024-01-07,1.1331242,1.164753,1.1902971293395588
2024-01-08,1.1277225,1.1601028,1.1861181917279193
2024-01-09,1.2446574,1.2511286,1.2877773884958172
2024-01-10,1.1744678,1.1933012,1.2459782290868577
2024-01-11,1.3230441,1.3229803,1.3420950159653484
2024-01-12,1.2644892,1.2613072,1.3044809912819222
2024-01-13,1.4108697,1.4094721,1.4619318152731535
2024-01-14,1.3445921,1.3604071,1.3980687829102418
2024-01-15,1.3975025,1.3998071,1.4053292440554008
2024-01-16,1.3738325,1.4176812,1.4164598819750456
2024-01-17,1.3692821,1.3791009,1.380770531140644
2024-01-18,1.3678696,1.3938236,1.3703008002319332
2024-01-19,1.3939054,1.3953781,1.3816604047121062
2024-01-20,1.3509256,1.3492401,1.316074138999456
2024-01-21,1.2659676,1.2553719,1.2606480506670679
2024-01-22,1.2439812,1.2173347,1.213271880992635
2024-01-23,1.4459156,1.3419068,1.349647613183617
2024-01-24,1.3156072,1.3062792,1.354300431945518
2024-01-25,1.2675855,1.263935,1.3027890661948687
2024-01-26,1.2731246,1.257611,1.268242912631594
2024-01-27,1.3109951,1.3184184,1.3297368714425783
2024-01-28,1.2723434,1.2710361,1.2915463312297852
2024-01-29,1.2529982,1.2326828,1.2499931861661697
2024-01-30,1.3005717,1.2641442,1.2700741356948915
2024-01-31,1.2446256,1.2489271,1.2424297251206535
2024-02-01,1.2683755,1.2648805,1.2537198302185228
2024-02-02,1.2156999,1.2019603,1.205498842651171
2024-02-03,1.2154589,1.186007,1.1610686624931341
2024-02-04,1.1509726,1.1297799,1.1092850422932783
2024-02-05,1.1353009,1.1021236,1.0799759362049044
2024-02-06,1.0852851,1.0589961,1.036123807057317
2024-02-07,1.0505801,1.0410602,1.0249416043961015
2024-02-08,1.1115702,1.0737864,1.0576808813975371
2024-02-09,1.0740228,1.0656469,1.067657940554878
2024-02-10,1.1290739,1.1103132,1.1163309878473915
2024-02-11,1.0813907,1.0899745,1.0871461039408352
2024-02-12,1.0309894,1.045251,1.0429397222899803
2024-02-13,1.1164784,1.1358107,1.1137558614375516
2024-02-14,1.0700425,1.1209406,1.081759036624971
2024-02-15,1.1485696,1.1700529,1.1597131646005485
2024-02-16,1.2114378,1.2118075,1.2130691145782093
2024-02-17,1.1508125,1.1848389,1.1781235779966077
2024-02-18,1.1500456,1.207038,1.1756646527567245
2024-02-19,1.1313996,1.1920689,1.1468546661565253
2024-02-20,1.1175655,1.1707512,1.1130639207647106
2024-02-21,1.1310836,1.1626854,1.0987421368366825
2024-02-22,1.1018451,1.0978057,1.060016019762933
2024-02-23,1.0572926,1.101448,1.024165091445739
2024-02-24,1.0791831,1.0777177,1.0309264466295682
2024-02-25,1.0618075,1.0327778,1.0381908664602373
2024-02-26,1.0361857,1.0514092,1.0417381274567592
2024-02-27,1.0793871,1.1294029,1.1073479989145096
2024-02-28,1.1561347,1.1581368,1.1637198299942697
2024-02-29,1.2810366,1.2792168,1.2963025274129392
2024-03-01,1.2057923,1.2376195,1.2730448865996584
2024-03-02,1.222246,1.2574126,1.2834612929000446
2024-03-03,1.2192519,1.2323366,1.2646399376398043
2024-03-04,1.1942995,1.205791,1.22730341730544
2024-03-05,1.2783262,1.301045,1.3302286707475754
2024-03-06,1.3947717,1.4455613,1.4791587230309118
2024-03-07,1.5341302,1.6054553,1.5952763734238435
2024-03-08,1.570466,1.6355491,1.6743305539436804
2024-03-09,1.5489696,1.5840763,1.6263114386216002
2024-03-10,1.4875318,1.534101,1.5517265098329087
2024-03-11,1.4859244,1.4898605,1.5171297344408678
2024-03-12,1.6338791,1.6541001,1.6624885855072566
2024-03-13,1.5814165,1.5733614,1.5909863495583443
2024-03-14,1.6212641,1.660002,1.6679668530504421
2024-03-15,1.6689656,1.6459801,1.688532471656499
2024-03-16,1.6601157,1.6796526,1.687082635372376
2024-03-17,1.8678887,1.8582717,1.883613963048966
2024-03-18,1.8690945,1.8724301,1.8547501578117658
2024-03-19,1.7407414,1.7809131,1.794134779093423
2024-03-20,2.1629357,2.1819105,2.124973140076678
2024-03-21,2.187344,2.2842238,2.329192478345174
2024-03-22,2.1694872,2.1529534,2.1840434261436474
2024-03-23,2.1113706,2.1543639,2.196634512759366
2024-03-24,2.0435908,2.0558798,2.0778553908529265
2024-03-25,2.0089395,2.0449848,2.085590644021538
2024-03-26,2.0980113,2.0858068,2.0952790063039406
2024-03-27,2.0302327,2.009007,1.9792401835771696
2024-03-28,1.915431,1.9358798,1.939595564833652
2024-03-29,1.8952862,1.8717976,1.8807649825597634
2024-03-30,1.839028,1.8471639,1.8013166719355214
2024-03-31,1.7654421,1.7593378,1.7357806773529214
2024-04-01,1.7365841,1.69828,1.7099408385938586
2024-04-02,1.8030697,1.742647,1.7489696649099058
2024-04-03,1.896723,1.8867403,1.9039130437692782
2024-04-04,1.8096687,1.8172878,1.7967992729701125
2024-04-05,1.800518,1.7873577,1.79794572833409
2024-04-06,1.7487056,1.7484483,1.717378255319241
2024-04-07,1.6556126,1.6369176,1.6591261487478945
2024-04-08,1.6097625,1.596042,1.6009932176714512
2024-04-09,1.6731797,1.6253854,1.6506020211649626
2024-04-10,1.6668749,1.6970593,1.6589642392077086
2024-04-11,1.6440368,1.6448771,1.6313604694161608
2024-04-12,1.5808278,1.5870264,1.5708566223831466
2024-04-13,1.7756944,1.7383164,1.7345158662070472
2024-04-14,2.005586,2.0046418,1.9838077081804055
2024-04-15,1.8796216,1.9369273,1.9548112431064175
2024-04-16,1.8789403,1.9011964,1.9230850888817637
2024-04-17,1.8332556,1.8365296,1.8594259221416314
2024-04-18,1.8138155,1.8376577,1.84804087157027
2024-04-19,1.7940608,1.8267664,1.8364430094854904
2024-04-20,1.7487816,1.7472587,1.760402664960592
2024-04-21,1.7819145,1.7798296,1.765088067948634
2024-04-22,1.7049613,1.6662,1.6810865850939807
2024-04-23,1.7384503,1.756017,1.7224465386510803
2024-04-24,1.676445,1.6571535,1.635645487129225
2024-04-25,1.6849369,1.6526394,1.641589757602273
2024-04-26,1.5805511,1.5801828,1.5543863614410072
2024-04-27,1.5384034,1.5470823,1.5181545660750713
2024-04-28,1.4909526,1.4702427,1.4464361629559077
2024-04-29,1.4414613,1.3816321,1.3865336443355945
2024-04-30,1.3992617,1.3660969,1.3190583581903779
2024-05-01,1.5206503,1.4646178,1.4397609614462394
2024-05-02,1.4969517,1.4861486,1.455219491546084
2024-05-03,1.391486,1.393473,1.3907637438380829
2024-05-04,1.5141588,1.5303586,1.4941648321640333
2024-05-05,1.431333,1.4750586,1.448925479016055
2024-05-06,1.354578,1.3791262,1.3878818984997017
2024-05-07,1.3618239,1.3658856,1.3487073763762123
2024-05-08,1.367463,1.4076958,1.3595579303048837
2024-05-09,1.343203,1.3626734,1.3301816552556855
2024-05-10,1.3960108,1.3504499,1.3261401077673955
2024-05-11,1.3977259,1.350594,1.389770856215817
2024-05-12,1.3349125,1.3616247,1.320349814442152
2024-05-13,1.2456466,1.2561387,1.2652244055825002
2024-05-14,1.2205421,1.231786,1.2262047453679055
2024-05-15,1.2915661,1.2815856,1.263572856045471
2024-05-16,1.4015044,1.3947569,1.3891949724038097
2024-05-17,1.364164,1.3889573,1.37665127590752
2024-05-18,1.395093,1.4145399,1.4035844298634466
2024-05-19,1.3547192,1.3730509,1.3395863030696773
2024-05-20,1.3146616,1.3323454,1.3256140155020635
2024-05-21,1.4867208,1.502954,1.5453341166435335
2024-05-22,1.4926901,1.5390488,1.524772554410328
2024-05-23,1.4448243,1.4972239,1.4909710671331216
2024-05-24,1.439106,1.4917629,1.4619115114099115
2024-05-25,1.3655552,1.3952328,1.3921563869934155
2024-05-26,1.3395038,1.3660225,1.3448973869182252
2024-05-27,1.3356929,1.2970767,1.2985885563411959
2024-05-28,1.3045228,1.2841852,1.2684735122319883
2024-05-29,1.2982053,1.2875999,1.2445441607768364
2024-05-30,1.2866399,1.2587945,1.236682590805999
2024-05-31,1.2420279,1.2015578,1.1819426260797121
2024-06-01,1.1880194,1.1572776,1.1416697197528305
2024-06-02,1.1586468,1.1357435,1.0979961835615142
2024-06-03,1.0653076,1.073525,1.0522429570105682
2024-06-04,1.0971998,1.0810567,1.0545595480072718
2024-06-05,1.1825749,1.1836987,1.149287746868874
2024-06-06,1.1589732,1.1566118,1.1352962523780805
2024-06-07,1.0918833,1.1090976,1.0883694340689138
2024-06-08,1.1526045,1.2283204,1.1695042535010647
2024-06-09,1.1054226,1.1419523,1.1358876335027006
2024-06-10,1.0846906,1.0955107,1.0795618307594652
2024-06-11,1.1610879,1.140259,1.1174096196568521
2024-06-12,1.2044123,1.2401307,1.2221279905464764
2024-06-13,1.2076869,1.2200632,1.2139461548140698
2024-06-14,1.2093216,1.2433089,1.2466590568928315
2024-06-15,1.1916682,1.198153,1.2196497778420055
2024-06-16,1.2070107,1.2153412,1.2105213452136034
2024-06-17,1.1760011,1.170515,1.1746861791984702
2024-06-18,1.1385902,1.156687,1.1375967203318837
2024-06-19,1.1981725,1.1942389,1.1708830170561242
2024-06-20,1.1461335,1.1391594,1.1364117805932892
2024-06-21,1.1397643,1.1493338,1.117022755951189
2024-06-22,1.0910118,1.1047857,1.086801167659706
2024-06-23,1.0781027,1.0672747,1.0339717593774518
2024-06-24,1.0783565,1.0578206,1.0617054612549022
2024-06-25,1.1007617,1.1351445,1.1321937750568958
2024-06-26,1.136712,1.1430389,1.1210320820081872
2024-06-27,1.0917778,1.1133696,1.1111972970475714
2024-06-28,1.110367,1.0962198,1.1086920759070698
2024-06-29,1.0947083,1.1388825,1.124419530407756
2024-06-30,1.0846697,1.0844886,1.0749632280571708
2024-07-01,1.1039404,1.1188016,1.1027173790505334
2024-07-02,1.057087,1.0733198,1.0528162980952376
2024-07-03,1.0157721,1.0399364,1.0112303303419692
2024-07-04,1.116617,1.1366477,1.1135364883208028
2024-07-05,1.3579525,1.3924139,1.3773633809540473
2024-07-06,1.3449539,1.410012,1.4305175837107047
2024-07-07,1.4473822,1.5149121,1.5144184082344838
2024-07-08,1.5105729,1.6455376,1.6597585583263812
2024-07-09,1.5419477,1.6099046,1.6422466471767418
2024-07-10,1.525204,1.6238523,1.6206031353156443
2024-07-11,1.5006348,1.522994,1.551696606638151
2024-07-12,1.4479992,1.4574593,1.4753230511153634
2024-07-13,1.4631951,1.4552337,1.47367098016668
2024-07-14,1.5267355,1.5079936,1.5234985865065578
2024-07-15,1.5164237,1.5002242,1.5269897479736814
2024-07-16,1.7117288,1.6743863,1.6980915545719695
2024-07-17,1.6189809,1.6534554,1.656569472499836
2024-07-18,1.5687103,1.5818782,1.5732516347389087
2024-07-19,1.5345263,1.5435544,1.5494808141935796
2024-07-20,1.5523223,1.5364069,1.564785961328686
2024-07-21,1.5143875,1.510587,1.5301792990902052
2024-07-22,1.5322642,1.4597489,1.4809552698731863
2024-07-23,1.4760574,1.4635985,1.4458762179951687
2024-07-24,1.4534656,1.4326174,1.417735196535118
2024-07-25,1.4167855,1.4256594,1.3929759039398717
2024-07-26,1.4348843,1.4105451,1.4029528593843448
2024-07-27,1.4231762,1.4134738,1.4106730851060851
2024-07-28,1.3735043,1.3581586,1.3438615144993054
2024-07-29,1.3196328,1.3007923,1.2870806545005768
2024-07-30,1.2687627,1.254006,1.2527808143867474
2024-07-31,1.2219851,1.223204,1.2104114590388884
2024-08-01,1.2622454,1.2441411,1.2154141111311236
2024-08-02,1.2280287,1.2161947,1.2030584503567956
