Date,Pred_Bench_Vol,Pred_Chall_Vol,GARCH_Vol_Proxy
2024-01-02,1.4678932,1.459184,1.4651690289712094
2024-01-03,1.4654564,1.4609895,1.4625420963318816
2024-01-04,1.5510713,1.537852,1.5506810702327607
2024-01-05,1.5880378,1.579442,1.5808803475323694
2024-01-06,1.5674944,1.5711297,1.5796486127275235
2024-01-07,1.5704547,1.5699352,1.5774321894567025
2024-01-08,1.5539885,1.5590222,1.560941272570976
2024-01-09,1.5850749,1.5937121,1.6064053916512886
2024-01-10,1.5697972,1.5725889,1.5739026174138722
2024-01-11,1.57933,1.5752461,1.5785902203313882
2024-01-12,1.5592484,1.5564386,1.5576980053579594
2024-01-13,1.5416366,1.5465598,1.5447999948136737
2024-01-14,1.595391,1.5833999,1.5911457792523211
2024-01-15,1.5931752,1.5965397,1.5974654168151867
2024-01-16,1.5828495,1.5951658,1.5909179768521549
2024-01-17,1.5726209,1.5751898,1.575332079505028
2024-01-18,1.564526,1.5657703,1.5659433977801434
2024-01-19,1.5735769,1.5759832,1.5776144662583702
2024-01-20,1.5701474,1.5762885,1.5771485903259364
2024-01-21,1.6290754,1.6263051,1.634203536658756
2024-01-22,1.6436142,1.6473852,1.6558116750736993
2024-01-23,1.7019237,1.711666,1.7260360670319466
2024-01-24,1.7719296,1.7783318,1.7971159906613539
2024-01-25,1.7814072,1.7954912,1.8175966651625208
2024-01-26,1.7574315,1.7761911,1.7914928359724114
2024-01-27,1.7627441,1.7603924,1.7770710641133594
2024-01-28,1.805031,1.8067646,1.8132417010159196
2024-01-29,1.7731525,1.7753671,1.7736202193724924
2024-01-30,1.728037,1.7248626,1.7216795254959951
2024-01-31,1.6981466,1.7007009,1.6964165555011468
2024-02-01,1.6669441,1.6664741,1.6609506924569513
2024-02-02,1.6394002,1.6347779,1.618501581238748
2024-02-03,1.621138,1.620594,1.6182727891082054
2024-02-04,1.6268271,1.6144319,1.6167410058451652
2024-02-05,1.6037678,1.6014493,1.598938841687229
2024-02-06,1.5948937,1.5934752,1.5933858107115475
2024-02-07,1.5951015,1.5937133,1.5873266410772986
2024-02-08,1.5836227,1.5849558,1.5818102842515518
2024-02-09,1.5600363,1.561953,1.555676741852172
2024-02-10,1.5458621,1.5471777,1.54921892649784
2024-02-11,1.5424494,1.5441324,1.5467962470922063
2024-02-12,1.5280753,1.5296614,1.5328678096226906
2024-02-13,1.6038005,1.6055081,1.6000816019314785
2024-02-14,1.5681279,1.5706962,1.562358684668188
2024-02-15,1.5450321,1.5405222,1.535988258338904
2024-02-16,1.5283588,1.5256783,1.5301400508125924
