Date,Pred_Bench_Vol,Pred_Chall_Vol,GARCH_Vol_Proxy
2024-01-02,1.4664558,1.4618212,1.4651690289712094
2024-01-03,1.4657977,1.4670796,1.4625420963318816
2024-01-04,1.5615853,1.5431353,1.5506810702327607
2024-01-05,1.5860516,1.581565,1.5808803475323694
2024-01-06,1.5653999,1.5694417,1.5796486127275235
2024-01-07,1.5711495,1.5727197,1.5774321894567025
2024-01-08,1.5529679,1.5558184,1.560941272570976
2024-01-09,1.5809474,1.5949689,1.6064053916512886
2024-01-10,1.5739735,1.576462,1.5739026174138722
2024-01-11,1.5729252,1.5769392,1.5785902203313882
2024-01-12,1.5632231,1.5574315,1.5576980053579594
2024-01-13,1.5430329,1.537575,1.5447999948136737
2024-01-14,1.5916266,1.5842917,1.5911457792523211
2024-01-15,1.6046757,1.5972235,1.5974654168151867
2024-01-16,1.5861087,1.5894616,1.5909179768521549
2024-01-17,1.571964,1.5720601,1.575332079505028
2024-01-18,1.5662779,1.5664132,1.5659433977801434
2024-01-19,1.5738217,1.5759662,1.5776144662583702
2024-01-20,1.5693799,1.57537,1.5771485903259364
2024-01-21,1.6275182,1.6251508,1.634203536658756
2024-01-22,1.64795,1.6539701,1.6558116750736993
2024-01-23,1.7061343,1.7162573,1.7260360670319466
2024-01-24,1.7777867,1.7872859,1.7971159906613539
2024-01-25,1.7756617,1.7892102,1.8175966651625208
2024-01-26,1.7542725,1.7736497,1.7914928359724114
2024-01-27,1.7486961,1.7646079,1.7770710641133594
2024-01-28,1.8108845,1.8007634,1.8132417010159196
2024-01-29,1.7675759,1.772535,1.7736202193724924
2024-01-30,1.731106,1.7244962,1.7216795254959951
2024-01-31,1.7051646,1.6965077,1.6964165555011468
2024-02-01,1.6622043,1.65711,1.6609506924569513
2024-02-02,1.6346148,1.6304235,1.618501581238748
2024-02-03,1.6208451,1.6143382,1.6182727891082054
2024-02-04,1.6197095,1.6158807,1.6167410058451652
2024-02-05,1.6073617,1.6021718,1.598938841687229
2024-02-06,1.5949974,1.5975244,1.5933858107115475
2024-02-07,1.5953432,1.585921,1.5873266410772986
2024-02-08,1.5846959,1.5859839,1.5818102842515518
2024-02-09,1.560211,1.5598311,1.555676741852172
2024-02-10,1.5447087,1.547052,1.54921892649784
2024-02-11,1.5448995,1.5443771,1.5467962470922063
2024-02-12,1.5253698,1.5267329,1.5328678096226906
2024-02-13,1.6069189,1.6028211,1.6000816019314785
2024-02-14,1.5722333,1.5686947,1.562358684668188
2024-02-15,1.5411248,1.5384277,1.535988258338904
2024-02-16,1.5277231,1.5265447,1.5301400508125924
2024-02-17,1.5293417,1.5315653,1.5292156744608059
2024-02-18,1.4996116,1.498481,1.4958424171188176
2024-02-19,1.4865764,1.4833825,1.4857302423640677
2024-02-20,1.4916252,1.4937569,1.487802155329558
2024-02-21,1.5338181,1.5310421,1.5372907507177478
2024-02-22,1.5303209,1.5305674,1.530040898607
2024-02-23,1.5406405,1.5406536,1.5401859711664319
