Date,BuyHold,Benchmark_0.2,Challenger_0.2,Naive_0.2,Benchmark_0.3,Challenger_0.3,Naive_0.3,Benchmark_0.4,Challenger_0.4,Naive_0.4,Benchmark_0.5,Challenger_0.5,Naive_0.5
2024-01-02,0.0007853764399947749,0.00043673471739367076,0.00044429115628102277,0.0003839898352867799,0.000655102076090506,0.0006664367344215341,0.0005759847529301697,0.0008734694347873415,0.0008885823125620455,0.0006853764399947749,0.001091836793484177,0.001101736355429767,0.0006853764399947749
2024-01-03,-0.042594126890771446,-0.007117923772481507,-0.005969350214504101,-0.014551673608179511,-0.009992086831443607,-0.008954025321756149,-0.021827510412269265,-0.010011096148001284,-0.010012411754323727,-0.02909179754924531,-0.010030105464558958,-0.010030967241282041,-0.036340789430070346
2024-01-04,0.022587845199314973,0.007238006023506599,0.0012874518786595303,0.0021965598108188897,0.010855327139421342,0.001931177817989295,0.003294839716228334,0.01446563587300349,0.002579634806463357,0.0043931196216377795,0.018075944606585632,0.003230643742747922,0.005491399527047224
2024-01-05,-0.011822165381924201,-0.005284986294301612,-0.004698180183382317,-0.004375316872012624,-0.007927479441452416,-0.007047270275073476,-0.006562975308018936,-0.010569972588603224,-0.009396360366764634,-0.008750633744025248,-0.013212465735754027,-0.011745450458455792,-0.01093829218003156
2024-01-06,-0.014173212110255285,-0.0003478295575505679,-0.0002479402618978072,-0.004013786901470395,-0.0005217443363258518,-0.00037191039284671076,-0.006020680352205592,-0.0006956591151011358,-0.0004958805237956144,-0.00802757380294079,-0.0008695738938764197,-0.0006198506547445181,-0.010034467253675988
2024-01-07,-0.01386111426764402,-0.0002583403778136703,-0.00042748864142704777,-0.006572556997075147,-0.00038751056672050547,-0.0006412329621405717,-0.009858835495612719,-0.0005166807556273406,-0.0008549772828540955,-0.013145113994150293,-0.0005663402384246806,-0.0009503425134623177,-0.013891429191828316
2024-01-08,0.04142132052830873,0.004583602303265136,0.0072639782038187665,0.017923304935018154,0.006875403454897704,0.010895967305728149,0.026884957402527228,0.007059520407106536,0.012352637428519053,0.03584660987003631,0.007059910309550042,0.012353396596050862,0.041417091413137916
2024-01-09,-0.009850747318632249,-0.003586657776041189,-0.0034590897247721974,-0.001994657678439166,-0.005379986664061784,-0.005188634587158297,-0.0029919865176587486,-0.007178355338381783,-0.006923380960658249,-0.003989315356878332,-0.008977161806206306,-0.008661606397374674,-0.004978511733143763
2024-01-10,0.0452957916920292,0.00851624109130198,0.0047331163733718,0.012381813424316376,0.01277436163695297,0.007099674560057698,0.018572720136474558,0.01703248218260396,0.0094662327467436,0.02476362684863275,0.021290602728254948,0.0118327909334295,0.03095453356079094
2024-01-11,0.006362853605906715,0.0014375485744403042,0.0016669693402252119,0.0010758744450675502,0.002156322861660456,0.002500454010337817,0.0016138116676013249,0.0028750971488806084,0.0033339386804504237,0.0021517488901351004,0.0035938714361007608,0.00416742335056303,0.002689686112668875
2024-01-12,-0.05206676506021984,-0.02104411129620471,-0.023099074639282517,-0.01089990378260751,-0.03156616694430706,-0.03464861195892377,-0.016349855673911264,-0.04208822259240942,-0.04619814927856503,-0.02179980756521502,-0.052610278240511774,-0.05774768659820629,-0.027249759456518773
2024-01-13,0.012117652058976093,0.004342324942765091,0.004092379986210247,0.0020910612641918606,0.006513487414147636,0.006138569979315371,0.003136591896287791,0.008684649885530181,0.008184759972420495,0.004182122528383721,0.010855812356912728,0.010230949965525617,0.005227653160479653
2024-01-14,-0.019253645346172146,-0.007655547735430565,-0.007369601762020043,-0.008572654217849371,-0.011483321603145847,-0.011054402643030061,-0.012858981326774056,-0.01531109547086113,-0.014739203524040087,-0.017145308435698742,-0.019138869338576413,-0.018424004405050102,-0.0193112484431537
2024-01-15,0.025275714408872767,0.033798163803714365,0.03126362306037816,0.015603010394527335,0.05069724570557155,0.046895434590567234,0.023404515591791002,0.05138954332690397,0.051310857516601624,0.0252667514045131,0.051408901492921946,0.051329490982144364,0.02527315462350759
2024-01-16,0.008033084347716662,0.010113931862393557,0.00817240797982157,0.003303090103951662,0.015170897793590335,0.012258611969732356,0.004954635155927492,0.01689356938100011,0.01638838945421579,0.006629961746274964,0.01689356938100011,0.016656497500020177,0.00803181597106799
